claim_id,policy_number,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
CLM-00412,630998,2015-02-12,Parked Car,,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,1,YES,2,0,YES,6820,620,1240,4960,BMW,3 Series,2005,N
CLM-00413,926665,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,9879 Apache Drive,22,3,NO,2,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,2008,N
CLM-00414,302669,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,2494 Andromedia Drive,10,3,,1,2,YES,94560,7880,15760,70920,Jeep,Grand Cherokee,1995,N
CLM-00415,620020,2015-01-02,Vehicle Theft,,Minor Damage,,NC,Riverwood,4615 Embaracadero Ave,4,1,YES,1,2,,7800,780,780,6240,Dodge,RAM,1997,N
CLM-00416,439828,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,1,NO,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,1999,N
CLM-00417,971295,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,5051 Elm St,19,1,,0,2,YES,71440,8930,8930,53580,Mercedes,ML350,2005,N
CLM-00418,165565,2015-01-28,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,9910 Maple Ave,22,1,YES,1,2,YES,55600,11120,5560,38920,Jeep,Grand Cherokee,2009,N
CLM-00419,936543,2015-02-01,Vehicle Theft,,Trivial Damage,Police,NC,Riverwood,5602 Britain St,6,1,NO,1,3,NO,5000,1000,500,3500,Jeep,Wrangler,2005,N
CLM-00420,296960,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6889 Cherokee St,6,1,NO,2,0,,95810,14740,14740,66330,BMW,X5,2007,N
CLM-00421,501692,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,3926 Rock Lane,18,1,NO,2,2,,69300,6930,13860,48510,Volkswagen,Jetta,1996,N
CLM-00422,525224,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,6717 Best Drive,22,1,,1,0,NO,81120,13520,20280,47320,Toyota,Camry,1995,N
CLM-00423,355085,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,6117 4th Ave,21,1,,0,0,,91260,14040,14040,63180,Toyota,Corolla,2012,N
CLM-00424,830729,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,2668 Cherokee St,12,1,,0,0,,60600,6060,12120,42420,Ford,Fusion,2004,N
CLM-00425,651948,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6838 Flute Lane,6,3,,0,3,YES,64800,6480,12960,45360,Suburu,Forrestor,2000,Y
CLM-00426,424358,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,6583 MLK Ridge,0,4,,0,0,,66880,6080,12160,48640,Chevrolet,Silverado,1996,Y
CLM-00427,131478,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,6492 4th Lane,11,1,NO,0,2,,58200,5820,5820,46560,BMW,X5,2013,N
CLM-00428,268833,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,1,,1,0,NO,60570,6730,6730,47110,Nissan,Maxima,2011,N
CLM-00429,287489,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,2756 Britain Hwy,22,3,,0,0,NO,69680,8710,8710,52260,Mercedes,ML350,2008,Y
CLM-00430,808153,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,9360 3rd Drive,2,1,YES,2,3,NO,55700,5570,11140,38990,Nissan,Maxima,2014,N
CLM-00431,687639,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,1655 Francis Hwy,16,4,YES,1,2,YES,62370,5670,5670,51030,Dodge,Neon,2001,N
CLM-00432,497347,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,9720 Lincoln Hwy,23,3,,0,0,YES,54340,9880,0,44460,Saab,92x,2005,N
CLM-00433,439660,2015-02-25,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,7066 Texas Ave,21,1,YES,1,0,NO,55170,6130,6130,42910,Audi,A5,2005,Y
CLM-00434,847123,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,9728 Britain Hwy,10,1,,2,3,YES,58500,11700,5850,40950,Dodge,RAM,1999,N
CLM-00435,172307,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,4486 Cherokee Ridge,12,1,,0,3,,59940,6660,6660,46620,Honda,CRV,1995,N
CLM-00436,810189,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,8021 Flute Ave,6,1,NO,1,0,NO,73400,7340,7340,58720,Dodge,Neon,1996,N
CLM-00437,432068,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,2774 Apache Drive,6,1,,1,2,,41850,4650,4650,32550,Suburu,Legacy,1997,N
CLM-00438,903203,2015-02-05,Parked Car,,Trivial Damage,Police,NC,Hillsdale,2787 MLK St,7,1,,2,2,NO,6400,640,1280,4480,Mercedes,ML350,2005,Y
CLM-00439,253085,2015-01-12,Vehicle Theft,,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,1,NO,1,1,NO,3190,580,290,2320,Audi,A5,2004,N
CLM-00440,180720,2015-01-01,Parked Car,,Trivial Damage,,VA,Hillsdale,4629 Elm Ridge,10,1,YES,2,1,YES,5900,590,590,4720,Nissan,Pathfinder,2010,N
CLM-00441,492224,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5585 Washington Drive,14,1,NO,0,2,NO,57330,6370,6370,44590,Dodge,Neon,2006,N
CLM-00442,411477,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,3925 Sky St,17,3,NO,0,3,NO,81960,13660,13660,54640,Dodge,Neon,2008,N
CLM-00443,107181,2015-01-30,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,3903 Oak Ave,16,1,YES,0,0,,70400,6400,19200,44800,Suburu,Legacy,2001,Y
CLM-00444,312940,2015-01-20,Parked Car,,Minor Damage,,VA,Columbus,3805 Lincoln Hwy,3,1,NO,2,1,,3770,580,580,2610,Jeep,Grand Cherokee,2002,N
CLM-00445,855186,2015-02-18,Parked Car,,Minor Damage,,NC,Arlington,4055 2nd Drive,7,1,NO,0,0,,7400,740,1480,5180,Dodge,Neon,2014,N
CLM-00446,373935,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbend,3707 Oak Ridge,13,1,YES,1,1,,54810,6090,6090,42630,Chevrolet,Silverado,1999,Y
CLM-00447,812989,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,7327 Lincoln Drive,20,1,YES,2,3,YES,49400,4940,9880,34580,Jeep,Wrangler,2005,N
CLM-00448,993840,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,9369 Flute Hwy,23,1,YES,2,2,NO,68750,12500,6250,50000,Chevrolet,Malibu,2009,N
CLM-00449,327856,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,4239 Weaver Ave,11,1,NO,1,0,,61500,12300,6150,43050,Dodge,Neon,2013,N
CLM-00450,506333,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,0,4,,0,3,NO,76890,6990,13980,55920,BMW,X6,2007,N
CLM-00451,263159,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,8879 1st Drive,2,1,YES,0,1,,56070,6230,12460,37380,Toyota,Camry,2012,N
CLM-00452,372912,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,9488 Best Drive,3,1,NO,2,0,YES,56000,14000,0,42000,Chevrolet,Malibu,2003,N
CLM-00453,552788,2015-02-10,Parked Car,,Trivial Damage,,NY,Hillsdale,7500 Texas Ridge,3,1,YES,1,0,NO,4290,780,390,3120,Audi,A3,1997,N
CLM-00454,722747,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,2048 3rd Ridge,15,3,,2,1,NO,60750,6750,6750,47250,Suburu,Forrestor,2003,N
CLM-00455,248467,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,3419 Apache St,23,1,,2,3,NO,48730,4430,4430,39870,Chevrolet,Malibu,2011,N
CLM-00456,955953,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9875 MLK Ave,9,3,YES,2,0,NO,95150,17300,17300,60550,Ford,Escape,2007,N
CLM-00457,910622,2015-01-06,Vehicle Theft,,Minor Damage,Police,NY,Columbus,3553 Texas Ave,20,1,,0,1,YES,7480,680,680,6120,Dodge,Neon,2003,N
CLM-00458,137675,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,4335 1st St,5,1,,2,1,YES,79800,13300,6650,59850,Volkswagen,Passat,2011,Y
CLM-00459,343421,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,15,1,YES,0,2,,103560,8630,17260,77670,Jeep,Wrangler,1997,N
CLM-00460,413192,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,3900 Texas St,13,1,YES,2,3,,79500,15900,7950,55650,Accura,MDX,1995,N
CLM-00461,247801,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,9657 5th Ave,16,1,NO,2,2,NO,76230,6930,13860,55440,Volkswagen,Passat,1997,Y
CLM-00462,171147,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,5765 Washington St,0,1,YES,0,2,NO,59520,9920,9920,39680,Honda,Accord,2001,N
CLM-00463,431283,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,10,3,NO,2,1,,47760,5970,5970,35820,Suburu,Impreza,2013,Y
CLM-00464,461962,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,1738 Solo Lane,14,3,NO,2,0,NO,84590,15380,7690,61520,Saab,93,2013,N
CLM-00465,149467,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2903 Weaver Drive,1,3,YES,2,2,,61650,6850,6850,47950,Nissan,Ultima,2006,N
CLM-00466,758740,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,8926 Texas Ridge,16,1,,2,1,,81400,8140,8140,65120,BMW,M5,1998,N
CLM-00467,628337,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,3,NO,0,1,YES,58410,10620,5310,42480,Chevrolet,Tahoe,2007,N
CLM-00468,574637,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,8049 4th St,23,3,,0,0,,38610,3510,3510,31590,Volkswagen,Passat,2007,N
CLM-00469,373600,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6501 5th Drive,19,3,,2,2,NO,57600,9600,9600,38400,Volkswagen,Passat,2015,N
CLM-00470,930032,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,2,NO,53190,5910,11820,35460,Volkswagen,Jetta,1996,N
CLM-00471,396590,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,5865 Sky Lane,10,1,,2,3,NO,58300,5830,11660,40810,Nissan,Maxima,2014,Y
CLM-00472,238412,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,1957 Washington Ave,12,3,YES,1,2,NO,64620,7180,0,57440,Dodge,Neon,2003,N
CLM-00473,484321,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,7649 Texas St,15,3,NO,2,0,YES,90480,15080,15080,60320,BMW,X6,2000,N
CLM-00474,795847,2015-01-04,Vehicle Theft,,Trivial Damage,,SC,Columbus,1992 Britain Drive,3,1,NO,1,0,NO,7080,1180,1180,4720,Nissan,Maxima,2001,N
CLM-00475,218456,2015-02-20,Parked Car,,Minor Damage,Police,PA,Springfield,9685 Sky Ridge,19,1,,2,2,,6490,590,1180,4720,Toyota,Camry,2011,Y
CLM-00476,792673,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,3457 Texas Lane,16,3,NO,1,1,NO,55900,5590,5590,44720,Nissan,Ultima,2015,N
CLM-00477,662256,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,7693 Cherokee Lane,16,1,NO,0,3,YES,63800,6380,6380,51040,Saab,92x,1998,Y
CLM-00478,971338,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3167 4th Ridge,10,1,,0,1,YES,58160,7270,7270,43620,Saab,95,1996,Y
CLM-00479,714738,2015-01-01,Vehicle Theft,,Minor Damage,Police,NC,Riverwood,1617 Rock Drive,6,1,NO,1,2,NO,6300,630,1260,4410,Mercedes,C300,2001,Y
CLM-00480,753844,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,7877 3rd Ridge,18,1,NO,2,1,NO,104610,19020,19020,66570,Mercedes,ML350,1999,Y
CLM-00481,976645,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,9325 Lincoln Drive,20,3,NO,0,2,NO,69850,12700,6350,50800,Ford,Fusion,1999,N
CLM-00482,918037,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,5855 Apache St,14,1,NO,0,0,,62900,12580,6290,44030,Accura,MDX,2006,N
CLM-00483,996253,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,1328 Texas Lane,8,3,NO,0,3,,59670,6630,6630,46410,Volkswagen,Passat,2004,Y
CLM-00484,373731,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,4567 Pine Ave,17,2,YES,2,0,,81500,16300,8150,57050,BMW,3 Series,2013,N
CLM-00485,836272,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,1,NO,2,0,,50000,15000,5000,30000,Jeep,Wrangler,2009,N
CLM-00486,167231,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,2850 Washington St,0,1,,2,1,,48290,8780,8780,30730,Nissan,Maxima,1995,N
CLM-00487,743330,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,0,,59070,5370,5370,48330,Chevrolet,Malibu,2003,N
CLM-00488,807369,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,,0,0,NO,63300,12660,6330,44310,Dodge,RAM,2012,N
CLM-00489,735307,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,1,NO,0,3,YES,65780,11960,11960,41860,Mercedes,ML350,2013,N
CLM-00490,789208,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,2,,75400,11600,11600,52200,Dodge,Neon,2005,Y
CLM-00491,585324,2015-02-21,Vehicle Theft,,Minor Damage,,WV,Arlington,8306 1st Drive,3,1,YES,1,1,NO,2250,250,250,1750,Toyota,Corolla,2005,N
CLM-00492,498759,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,3,,54120,4510,9020,40590,Jeep,Grand Cherokee,2007,N
CLM-00493,795004,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,95,2007,N
CLM-00494,203250,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015,N
CLM-00495,430794,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,,64100,12820,6410,44870,Dodge,RAM,2014,Y
CLM-00496,156636,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,,0,3,,80280,13380,13380,53520,Chevrolet,Tahoe,2013,N
CLM-00497,284143,2015-02-12,Vehicle Theft,,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,1,,1,2,NO,4680,520,0,4160,Accura,MDX,1999,N
CLM-00498,740518,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,4,,1,1,NO,39720,6620,6620,26480,Accura,MDX,2002,N
CLM-00499,445289,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,,0,0,,63580,5780,5780,52020,Mercedes,ML350,1997,Y
CLM-00500,599262,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,95,2013,N
CLM-00501,357949,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,,2,3,YES,86790,7890,23670,55230,Honda,CRV,2003,N
CLM-00502,493161,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,,49800,9960,4980,34860,Mercedes,ML350,2015,N
CLM-00503,320251,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005,N
CLM-00504,231127,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,,1,0,,42900,8580,0,34320,Accura,TL,1999,N
CLM-00505,766193,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,2015,Y
CLM-00506,555374,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998,N
CLM-00507,491484,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,NO,2,1,,53370,5930,5930,41510,Nissan,Ultima,2011,N
CLM-00508,925128,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,MDX,2005,N
CLM-00509,265093,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,,0,1,NO,61600,6160,12320,43120,Honda,CRV,2003,N
CLM-00510,267808,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,E400,2002,N
CLM-00511,116735,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,NO,2,0,,80100,8900,8900,62300,Audi,A3,2015,N
CLM-00512,963680,2015-02-17,Parked Car,,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,1,,2,3,NO,6560,820,820,4920,Volkswagen,Jetta,2003,N
CLM-00513,445694,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N
CLM-00514,215534,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,,0,2,NO,53730,11940,5970,35820,Dodge,RAM,2013,Y
CLM-00515,232854,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,Civic,2001,N
CLM-00516,168260,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,,0,3,YES,35750,6500,3250,26000,Mercedes,E400,2001,N
CLM-00517,538955,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,,1,2,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004,N
CLM-00518,243226,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,Y
CLM-00519,246435,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N
CLM-00520,582480,2015-02-02,Vehicle Theft,,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,NO,0,1,,3840,640,640,2560,Chevrolet,Tahoe,2014,N
CLM-00521,345539,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,,77000,14000,7000,56000,Accura,RSX,2004,N
CLM-00522,924318,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,,88110,16020,16020,56070,Audi,A5,2003,N
CLM-00523,726880,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,Civic,2005,N
CLM-00524,190588,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004,N
CLM-00525,246705,2015-01-08,Parked Car,,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,,2160,480,240,1440,Toyota,Corolla,2004,N
CLM-00526,619589,2015-02-28,Vehicle Theft,,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N
CLM-00527,164988,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013,N
CLM-00528,729534,2015-01-06,Vehicle Theft,,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,2700,300,300,2100,Ford,F150,2013,N
CLM-00529,505014,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N
CLM-00530,920826,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,,75570,6870,13740,54960,BMW,X5,2010,Y
CLM-00531,534982,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,N
CLM-00532,110408,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000,N
CLM-00533,283052,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012,N
CLM-00534,840806,2015-01-18,Vehicle Theft,,Minor Damage,,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N
CLM-00535,382394,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N
CLM-00536,876699,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005,Y
CLM-00537,871432,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N
CLM-00538,379882,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N
CLM-00539,852002,2015-02-21,Parked Car,,Minor Damage,,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,Y
CLM-00540,372891,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N
CLM-00541,689034,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N
CLM-00542,743092,2015-02-18,Parked Car,,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,N
CLM-00543,599174,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,N
CLM-00544,421092,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N
CLM-00545,349658,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,,43280,0,5410,37870,Honda,Civic,1996,Y
CLM-00546,811042,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N
CLM-00547,505316,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,,0,2,,75460,13720,13720,48020,Audi,A5,2002,N
