incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,auto_year,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss
3,3,1,3,5,6,6,1,1,1,2,0,8640.0,0,33,2008,210,38,1,1,500,999.52,0,1,3,12,9,2,0,0
0,2,2,2,0,5,10,3,2,2,3,0,84920.0,7,36,2006,97,26,2,1,1000,1270.55,0,1,5,10,5,4,0,-72100
2,2,0,3,6,0,14,1,2,0,3,2,54340.0,12,9,2001,162,35,0,2,2000,1124.69,0,0,5,5,3,0,0,0
2,1,1,0,0,0,10,1,0,1,2,0,30100.0,3,25,1999,199,41,2,1,1000,895.83,0,0,0,11,13,0,0,0
0,2,1,2,4,3,10,3,2,1,2,2,41700.0,10,3,2013,204,40,0,0,500,1256.2,0,0,3,11,10,1,0,0
2,1,2,2,0,0,23,1,0,2,2,0,51120.0,8,12,2005,106,30,2,1,500,538.17,0,0,6,13,15,3,49700,-60200
3,3,3,3,6,1,19,1,0,2,3,1,4400.0,12,9,2000,70,27,1,1,1000,1008.79,4000000,0,5,0,18,3,46000,0
0,1,0,2,1,5,0,3,1,1,2,2,52110.0,9,26,2012,70,26,2,2,1000,1199.44,5000000,1,1,6,10,3,63600,0
2,0,1,3,1,6,2,1,1,2,2,0,69400.0,2,22,2012,282,46,2,0,2000,1558.86,0,1,4,7,7,5,51100,-75100
2,0,0,0,4,6,12,1,1,0,0,0,80960.0,0,23,2000,342,53,1,0,1000,1028.44,0,0,1,9,7,1,0,0
1,3,3,4,1,5,8,1,1,1,3,2,5830.0,4,30,2015,130,34,2,0,500,990.11,0,1,5,11,11,2,0,-41200
2,1,1,2,1,0,6,1,0,1,0,0,61740.0,0,23,1997,246,44,2,0,1000,1397.0,0,1,2,6,15,1,0,0
0,0,2,1,4,2,14,3,2,2,3,2,68970.0,3,34,2007,195,36,1,0,2000,1346.18,0,0,0,6,4,5,57800,-53300
0,1,0,1,4,6,20,3,0,0,2,0,69850.0,5,16,1999,264,44,0,0,500,1047.06,6000000,1,1,3,17,5,0,0
2,2,1,0,1,2,13,1,2,2,3,1,79500.0,0,23,1995,163,38,1,2,2000,1453.92,0,0,6,7,19,2,51700,0
2,0,0,0,5,1,7,1,1,0,1,2,55440.0,9,26,1999,203,38,0,1,500,1394.43,0,0,5,7,16,1,0,0
2,1,1,1,4,0,8,1,2,0,1,0,86400.0,0,31,2001,337,53,2,0,500,1205.86,0,1,0,1,1,5,0,-34600
2,0,2,0,4,5,9,1,2,2,3,0,78320.0,10,1,2007,96,26,2,1,2000,1509.04,0,0,0,9,3,0,10000,0
0,1,1,1,4,6,9,3,0,0,3,1,65500.0,2,37,2010,120,28,0,1,1000,1281.27,0,0,6,12,9,1,68900,0
2,2,1,0,1,5,11,1,0,1,2,0,68300.0,11,15,2003,235,40,0,2,500,1398.94,0,1,1,2,3,0,0,0
0,0,2,2,6,2,17,3,0,0,3,0,81960.0,4,27,2008,303,50,2,0,500,793.15,0,1,4,12,2,3,54600,-45500
2,1,0,3,5,6,16,1,1,2,1,1,81400.0,2,22,1998,33,33,0,2,1000,1096.79,6000000,0,0,5,7,4,45500,-60600
0,0,1,1,1,1,10,3,1,2,1,0,88220.0,3,25,2008,128,35,1,2,500,1366.6,0,0,4,6,11,2,0,0
0,1,1,0,1,3,11,3,0,1,2,2,57200.0,12,9,2005,194,34,0,0,500,1429.96,0,0,3,10,2,0,67800,0
0,2,2,3,0,2,16,3,0,1,1,0,55900.0,9,35,2015,146,36,2,2,2000,1233.96,0,0,5,7,9,2,34500,-60600
0,1,0,3,0,3,15,3,2,2,1,2,42680.0,0,31,2006,175,36,2,2,500,1185.44,0,1,5,3,11,1,44900,-52500
2,0,0,1,4,2,5,1,1,1,3,0,76400.0,11,15,2003,131,29,1,1,1000,978.27,0,0,0,11,13,3,65700,0
0,1,0,2,4,0,21,4,1,0,2,0,60600.0,4,30,2007,373,55,1,1,500,1607.36,0,1,4,11,19,3,0,0
2,2,1,1,1,3,19,1,2,0,2,2,58140.0,10,1,2008,2,28,0,1,1000,1340.56,0,0,3,6,9,1,0,0
2,0,1,1,5,2,17,1,2,0,2,2,74900.0,7,17,2003,252,46,1,0,1000,1242.02,0,1,5,0,7,5,0,-28800
0,2,2,2,6,2,18,4,1,2,3,2,74360.0,12,18,2005,154,34,2,0,1000,1041.36,0,0,3,8,6,0,53100,-43900
1,3,3,4,4,3,8,1,0,2,2,1,5640.0,9,35,2005,85,25,1,1,500,1259.02,0,0,3,12,0,4,67000,-53600
3,3,1,3,4,4,14,1,2,0,0,2,6820.0,7,17,2003,201,40,2,1,2000,1315.56,0,0,6,13,18,1,0,0
0,1,2,0,6,4,14,3,2,0,1,2,44200.0,10,2,1995,174,33,1,1,2000,1124.43,0,0,1,4,13,3,0,0
2,2,0,2,1,6,19,1,2,0,1,2,74280.0,11,15,2006,85,30,1,2,1000,1454.42,0,1,0,10,15,2,51600,-73900
0,0,2,1,1,0,0,3,1,0,1,0,61600.0,6,8,2003,83,24,1,2,1000,1070.63,0,0,2,6,2,4,0,0
3,3,1,3,4,0,7,1,1,1,1,1,2520.0,2,0,1997,285,43,2,0,2000,1512.58,0,0,1,11,13,2,47600,0
2,0,0,2,5,1,20,1,2,2,0,0,73700.0,3,32,2001,177,38,0,0,2000,1540.19,0,0,1,0,16,2,0,-74500
1,3,1,3,3,4,9,1,1,2,0,1,3960.0,2,22,1998,165,32,1,2,500,1399.26,0,0,2,12,8,3,70500,0
2,1,2,3,1,3,2,1,2,0,1,1,52030.0,8,12,2008,211,35,2,0,2000,1221.22,0,1,5,6,4,2,76000,0
1,3,3,4,6,0,9,1,0,0,1,2,4700.0,4,27,2002,31,36,0,2,2000,1318.24,9000000,0,1,9,11,1,0,-78600
3,3,1,4,5,4,9,1,2,1,1,2,7080.0,5,14,2001,390,51,2,1,2000,1124.38,0,1,0,1,15,2,0,0
0,1,1,1,4,5,7,3,0,2,0,2,57120.0,8,7,2002,215,37,1,0,500,1632.93,0,0,1,13,9,1,0,-42900
0,1,1,3,0,2,1,3,1,2,1,0,80880.0,9,35,2005,446,61,1,2,1000,1037.32,0,0,2,12,16,5,0,-15700
0,0,0,0,0,5,3,3,0,1,1,1,70680.0,5,16,2009,219,43,1,0,1000,1483.25,0,0,4,3,8,1,90700,-20800
1,3,1,4,5,1,3,1,0,2,1,1,3770.0,7,17,2002,120,34,1,2,1000,1056.71,0,0,3,10,13,1,77900,0
2,0,2,0,4,0,11,1,0,1,0,1,61500.0,4,27,2013,27,32,2,0,500,1008.38,0,0,6,0,19,2,37900,0
3,3,3,4,0,6,3,1,0,2,3,0,3190.0,5,13,1995,265,45,2,1,500,972.5,0,0,1,3,6,4,0,0
2,0,0,2,6,1,21,1,1,0,0,1,91260.0,12,11,2012,8,21,1,2,500,1021.9,0,1,2,5,10,0,0,0
1,3,1,4,5,5,19,1,0,1,3,0,2400.0,3,32,2014,94,32,1,2,1000,1414.74,0,0,5,0,10,3,0,0
2,1,1,3,1,3,12,1,1,1,2,0,66950.0,3,25,2015,231,43,1,0,2000,1331.69,0,0,5,0,15,1,0,0
0,1,0,0,0,3,20,3,1,1,0,0,35900.0,1,4,2007,270,44,0,2,2000,1030.95,0,0,0,6,13,2,47200,0
3,3,3,4,0,0,6,1,0,0,3,2,5940.0,1,5,2001,9,24,0,0,2000,1304.46,0,0,6,6,9,2,51700,-33300
2,2,2,2,0,1,11,1,2,1,3,1,81360.0,11,21,2009,142,33,1,0,2000,1362.64,5000000,0,3,3,6,5,0,0
0,0,2,3,5,5,4,4,0,2,1,1,77100.0,13,20,1996,267,46,2,0,2000,1546.01,0,0,4,0,14,5,0,0
0,0,2,2,1,6,12,3,1,1,0,2,26730.0,13,20,2006,315,44,0,1,1000,974.16,6000000,0,5,11,15,2,0,-56800
0,1,2,0,6,6,4,3,0,0,1,0,36400.0,13,20,1998,158,33,2,0,1000,1744.64,3000000,1,3,9,12,4,0,0
3,3,3,3,5,1,16,1,1,2,0,1,7590.0,0,23,2012,128,35,1,1,1000,1074.99,0,0,0,0,3,0,0,-48800
0,1,0,1,0,3,14,3,1,1,0,0,52700.0,2,38,2014,39,31,0,1,2000,1366.9,0,0,2,5,14,0,0,-15700
0,2,2,1,0,1,17,2,2,2,3,0,55680.0,10,3,2006,285,44,0,2,1000,1594.45,0,1,2,5,3,0,0,0
2,1,0,0,5,2,21,1,0,2,2,2,58500.0,12,9,2010,278,47,1,2,500,1285.01,0,1,5,6,17,1,0,-39800
0,0,1,0,1,0,11,3,2,2,0,0,57970.0,10,2,2006,32,29,2,0,500,1446.98,0,1,4,0,17,3,0,-45700
3,3,1,3,0,4,5,1,0,0,2,2,5160.0,0,33,2004,63,26,0,2,500,1500.04,6000000,1,6,2,14,3,0,-36500
1,3,1,4,4,0,5,1,0,1,3,0,4290.0,13,28,1998,108,31,1,1,2000,1112.04,6000000,0,6,7,0,3,52800,-54300
2,1,1,2,3,4,4,1,0,1,0,1,60390.0,2,22,2004,264,41,2,0,500,1411.3,0,1,6,9,6,4,55600,0
2,1,2,3,4,4,17,1,0,2,0,1,56610.0,3,34,1995,253,41,1,0,1000,1435.09,0,0,1,6,3,1,36600,0
0,2,2,3,4,3,15,3,0,0,0,1,93480.0,3,25,2014,350,54,2,2,500,1495.1,0,1,1,7,1,5,50500,0
3,3,1,4,0,5,4,1,2,1,2,1,7800.0,4,30,1997,210,39,2,2,1000,984.45,0,1,0,1,13,4,0,0
2,2,1,2,6,1,22,1,0,1,3,2,48360.0,1,5,2000,2,20,1,2,1000,1189.98,4000000,0,2,2,9,2,0,-54700
3,3,1,3,6,6,7,1,1,2,1,2,3900.0,13,20,2008,163,37,1,2,1000,1200.33,4000000,0,2,2,6,3,0,-36400
0,2,0,0,1,2,7,3,0,0,1,1,59040.0,4,30,1995,461,57,0,0,500,865.33,7000000,0,2,4,9,3,0,0
0,1,2,1,3,1,18,3,0,2,0,2,99990.0,8,12,2011,122,34,0,1,500,1495.06,0,0,5,9,14,4,38100,-31400
3,3,1,3,5,5,8,1,1,0,0,1,5070.0,8,12,2007,228,42,1,1,2000,1197.22,5000000,1,4,6,15,2,0,0
0,1,2,0,6,3,21,3,0,1,2,1,19080.0,10,2,1995,241,39,0,1,2000,1042.26,0,1,3,11,11,0,0,0
1,3,3,3,0,0,22,1,1,0,2,2,10790.0,8,12,2013,239,41,2,1,1000,1325.44,7000000,0,3,4,13,2,51400,-6300
2,1,1,0,6,4,16,1,2,0,3,1,45180.0,6,8,2004,246,39,1,1,1000,1416.08,0,0,3,2,19,2,0,-36600
0,0,1,1,1,5,22,3,0,2,2,0,69480.0,3,34,2008,247,44,2,1,2000,1101.51,0,0,1,4,4,1,64000,0
2,0,0,0,0,1,4,1,1,0,3,0,60170.0,9,29,2011,199,37,1,1,500,1262.08,0,1,3,12,18,5,48500,0
0,0,2,3,5,0,23,3,2,2,2,1,68760.0,10,3,1998,186,38,2,1,2000,1218.56,0,0,5,13,18,0,39300,-60300
3,3,1,4,5,4,5,1,2,2,1,1,5720.0,11,15,2003,202,34,1,0,500,848.07,3000000,1,3,3,5,1,31000,-30200
2,1,0,3,4,4,4,1,0,2,2,2,51600.0,4,27,2011,234,43,2,1,500,1257.04,0,1,0,10,15,3,0,-48800
0,2,0,0,1,6,2,3,0,0,2,1,69930.0,5,13,2013,128,31,0,0,500,1045.12,0,0,2,13,6,2,0,-28300
0,2,2,3,4,3,18,3,1,1,3,1,44200.0,1,5,2014,265,41,1,1,2000,1724.46,6000000,0,0,2,17,3,81800,0
1,3,3,4,1,5,4,1,0,0,1,0,3840.0,10,1,1998,190,35,1,1,500,1484.72,5000000,0,2,12,9,0,0,0
0,1,0,2,4,4,9,3,2,2,1,1,55000.0,10,2,1996,222,39,2,2,500,1757.87,0,1,2,13,2,1,71400,0
2,2,0,2,1,5,19,1,0,1,0,1,73320.0,5,16,2012,409,57,1,0,1000,1191.8,6000000,1,2,10,8,4,55600,0
0,2,0,2,0,0,21,4,2,2,0,1,76120.0,1,5,1999,143,31,0,1,500,1163.83,0,1,0,10,12,0,37700,0
0,0,0,1,0,2,13,3,0,1,3,0,48000.0,4,30,1995,41,25,2,0,1000,1004.14,0,1,5,8,17,5,35400,0
1,3,3,3,0,6,9,1,2,2,2,0,6930.0,6,8,2013,428,53,0,0,1000,1496.44,0,0,2,12,4,4,0,0
2,2,2,2,2,3,11,1,0,1,0,0,47400.0,3,32,2004,102,32,2,0,500,1537.07,3000000,1,3,12,5,5,0,0
0,2,2,1,1,0,17,3,1,0,0,0,51480.0,12,18,2013,297,48,1,1,1000,1464.73,3000000,1,6,3,9,2,54900,-36700
2,0,2,3,6,2,17,1,0,1,1,0,60840.0,11,15,2011,126,31,2,1,1000,1328.26,0,1,5,11,8,1,42300,-45800
3,3,1,4,4,6,15,1,2,2,2,2,8060.0,10,3,2004,194,39,2,2,1000,1489.24,6000000,0,3,7,11,5,0,-45000
0,2,1,0,3,4,6,3,1,0,2,0,53730.0,4,30,2013,184,38,0,1,1000,1437.53,0,0,1,13,5,1,0,0
0,2,1,3,5,4,0,3,0,1,3,1,39800.0,7,36,2014,273,47,2,2,1000,1189.04,0,0,0,9,18,3,59600,0
0,0,2,2,6,3,15,3,1,1,2,1,65520.0,13,20,2009,406,58,2,1,2000,1117.04,0,1,4,3,18,3,0,-42700
1,3,1,4,0,0,7,1,1,0,0,0,3600.0,2,37,2013,162,31,1,0,1000,1050.24,0,0,5,0,5,5,30700,0
2,1,0,3,1,6,14,1,0,1,2,1,69200.0,13,28,1996,171,34,1,1,2000,1277.25,0,0,1,3,19,2,84900,0
2,0,1,2,4,5,10,1,0,1,3,0,84480.0,3,32,2012,437,60,2,2,1000,1269.64,0,0,1,1,6,4,48800,0
0,1,2,2,5,4,9,3,1,0,1,2,40160.0,3,34,2003,73,26,0,1,2000,1191.19,4000000,1,4,4,1,1,29300,0
2,2,0,0,0,5,5,1,1,2,1,2,79800.0,13,28,2011,123,28,0,0,2000,1836.02,0,1,5,13,12,3,38000,-41200
0,2,2,3,6,1,23,3,2,1,1,2,42900.0,3,25,2010,294,49,1,2,500,1135.43,0,1,5,4,3,3,22700,0
0,2,1,3,4,4,20,3,0,0,2,2,37520.0,7,36,2010,241,39,2,1,1000,1260.56,0,0,3,0,13,3,0,-54900
3,3,3,3,0,5,6,1,0,1,3,0,5000.0,7,36,2005,277,44,1,2,500,1412.31,0,1,2,8,2,4,0,0
2,2,2,2,1,1,23,1,2,0,3,0,69400.0,8,7,2000,1,33,2,1,2000,1391.63,0,1,0,11,18,0,61200,0
0,2,0,3,6,5,17,3,1,1,3,2,79560.0,5,13,2009,189,36,2,1,2000,1388.58,0,0,4,8,1,3,0,-49400
2,1,1,2,0,1,4,1,0,1,2,0,40800.0,2,37,2004,100,33,2,1,500,1124.59,6000000,1,1,0,9,1,67300,0
0,0,0,0,1,1,3,3,2,2,1,1,50050.0,5,16,2008,257,40,1,0,2000,1306.0,0,1,0,6,6,0,46100,-46900
1,3,3,4,5,0,8,1,2,0,2,0,4500.0,10,2,1999,150,30,1,0,1000,1342.02,0,1,4,9,14,3,0,0
2,1,0,1,5,2,2,1,1,1,1,0,78980.0,10,1,1997,206,42,0,2,1000,1230.76,0,1,2,6,19,4,0,-74200
0,1,0,2,1,1,0,3,1,2,1,0,60750.0,7,36,2015,264,43,0,0,500,1508.12,6000000,1,6,2,1,5,0,0
0,2,1,0,6,3,20,3,2,1,3,2,56160.0,1,5,2002,290,47,1,1,1000,1393.34,0,1,2,3,3,2,0,-61400
0,0,1,0,1,0,6,3,2,2,2,0,82320.0,4,27,1995,254,39,1,0,500,1362.87,0,0,4,3,5,2,35700,0
1,3,3,4,6,6,9,1,0,0,1,0,5900.0,2,37,2007,207,42,0,1,2000,1322.78,0,1,6,4,19,3,55200,0
2,1,2,2,1,1,13,1,1,1,2,2,61490.0,2,37,1998,56,42,0,1,500,1339.39,0,0,0,0,5,1,0,0
0,1,2,1,4,2,18,3,0,2,1,1,51840.0,13,20,2001,339,48,2,0,500,1698.51,0,1,3,7,7,4,0,0
2,1,1,0,1,0,2,1,2,0,2,1,82610.0,5,13,2002,152,33,2,0,1000,840.81,0,0,2,4,5,0,0,0
0,2,2,0,6,1,9,3,2,1,2,0,64080.0,10,2,2012,296,42,1,1,2000,1219.27,0,1,0,12,13,0,53100,-63400
0,0,0,1,4,6,21,3,1,1,0,0,87960.0,7,36,1999,222,39,0,1,1000,1232.72,0,1,2,1,10,3,87800,-51200
2,0,2,2,4,2,7,1,0,1,3,1,74360.0,11,15,2009,129,30,0,2,2000,927.23,0,0,6,11,18,0,51500,0
0,2,1,0,0,6,5,3,1,1,2,2,81070.0,1,4,2006,272,43,2,0,1000,1279.13,0,1,6,2,3,2,0,0
2,0,1,0,2,2,1,1,0,1,1,2,77040.0,6,10,1998,155,34,1,0,500,1706.79,0,1,5,10,7,2,0,0
1,3,3,3,4,3,3,1,1,2,3,1,3300.0,4,30,2003,247,39,0,0,500,806.31,0,0,1,5,7,5,0,0
2,0,0,1,6,0,18,1,0,2,1,0,104610.0,8,24,1999,317,46,1,1,1000,1012.78,0,1,4,11,19,2,43700,0
0,0,2,2,1,3,21,3,1,2,3,1,61440.0,10,2,2008,405,57,1,2,1000,1132.47,4000000,1,4,8,8,2,46300,0
0,2,0,1,1,3,18,3,1,2,2,2,75400.0,2,38,2006,344,51,0,0,1000,959.83,0,0,5,11,13,1,0,-38700
2,2,0,1,5,6,11,1,2,0,3,0,72930.0,4,30,2006,325,47,1,2,1000,1690.27,0,0,0,10,10,1,61500,0
2,1,0,1,0,5,8,1,0,2,1,0,50380.0,3,34,2007,58,23,2,2,2000,1471.44,5000000,1,2,13,15,3,57500,0
0,0,0,2,1,6,18,3,1,0,2,1,54960.0,12,11,2002,297,48,0,2,1000,1243.68,0,1,5,10,4,5,0,-71400
0,2,1,3,4,2,15,2,1,0,1,2,71640.0,12,18,2008,75,27,2,0,1000,1141.1,0,1,3,1,12,2,0,0
1,3,3,3,6,1,3,1,1,2,0,0,5000.0,4,30,2003,286,41,0,0,500,1106.77,0,0,1,9,9,2,45500,-62500
1,3,3,3,6,0,4,1,1,1,2,0,6030.0,9,29,2007,96,27,0,0,1000,1631.1,0,0,2,8,8,5,0,0
1,3,1,3,0,4,5,1,0,1,2,1,2160.0,12,11,2004,266,46,2,1,500,1270.02,0,0,0,12,16,3,0,-45800
0,1,0,2,4,6,10,3,0,2,2,2,80740.0,12,9,2014,253,41,2,0,2000,1312.75,0,0,6,11,7,2,81300,0
0,1,1,0,5,1,12,4,1,2,3,2,57700.0,7,17,2002,180,33,1,2,2000,1005.47,0,0,3,10,10,3,58100,-49000
0,0,2,3,4,6,19,3,0,0,2,0,68040.0,11,15,1997,412,56,0,1,500,1042.56,0,1,2,5,19,3,0,-66100
0,0,2,2,5,3,22,3,0,0,2,0,89520.0,1,4,2014,252,46,1,2,2000,1066.7,0,0,3,5,17,3,0,0
2,1,1,3,4,2,16,1,0,0,3,0,51260.0,11,21,2002,107,31,0,2,2000,1374.22,0,0,6,6,3,2,62000,-63100
2,0,2,0,6,0,17,1,1,1,2,2,42840.0,3,32,2004,65,27,1,0,1000,1164.97,0,0,1,0,8,5,43000,-42500
1,3,3,3,3,6,3,1,1,2,1,1,5000.0,8,12,2008,3,29,0,0,500,995.7,5000000,0,3,8,5,4,0,0
0,1,1,3,5,4,7,3,1,2,0,2,64400.0,4,27,1997,189,39,2,1,2000,838.02,0,0,1,12,12,3,0,0
0,0,1,3,4,4,23,3,0,0,2,2,79560.0,13,28,2003,75,27,1,1,1000,1202.75,0,1,2,5,2,1,57900,-90100
2,2,2,0,0,3,18,1,2,2,0,0,52250.0,11,21,2012,145,34,1,0,1000,1142.48,0,0,3,8,17,2,0,0
3,3,3,3,1,6,2,1,2,1,3,2,5940.0,12,9,2014,244,40,0,0,500,1342.8,0,0,4,11,0,0,0,0
2,2,1,1,1,1,13,1,2,2,2,1,101010.0,8,24,1998,147,34,0,2,1000,1275.81,0,1,2,11,7,5,0,-48300
1,3,1,3,6,4,4,1,2,1,1,0,6600.0,7,17,2005,137,35,1,1,500,1667.83,0,1,3,9,13,0,48500,-67400
3,3,3,3,6,6,7,1,2,1,3,2,4590.0,13,20,2013,150,30,1,0,1000,1677.26,0,1,1,11,19,3,40100,0
2,0,2,2,4,6,1,1,1,1,0,1,42900.0,0,33,1999,289,48,0,2,500,1173.37,8000000,0,6,5,2,3,0,-42700
3,3,3,4,5,3,0,1,0,1,1,2,4320.0,12,11,1995,25,38,2,1,1000,1540.91,7000000,1,1,0,14,5,40900,0
2,2,0,1,6,2,10,1,1,2,0,1,63600.0,1,5,1997,31,32,0,0,2000,1263.48,4000000,0,3,7,10,5,46800,-87300
2,1,2,3,5,1,16,1,1,2,3,0,66600.0,7,17,2012,216,38,1,0,1000,1384.64,5000000,0,0,12,2,4,0,0
2,0,1,1,1,0,10,1,1,0,1,1,53100.0,11,19,2006,179,32,2,2,2000,1246.68,0,0,6,8,12,3,0,0
0,2,2,1,1,1,17,3,1,1,1,0,57060.0,8,12,1995,362,50,0,1,500,1198.34,4000000,1,0,11,2,5,53000,-72500
0,1,0,3,2,2,19,3,1,2,0,0,79750.0,9,29,1999,172,35,0,0,2000,1219.04,0,1,4,5,13,3,63600,-68700
0,2,2,3,4,6,21,3,2,0,3,2,83160.0,12,9,2003,95,32,1,2,2000,1356.64,0,1,5,6,9,1,67800,-48600
0,2,0,1,1,1,19,3,1,0,0,1,46860.0,13,28,1998,284,48,0,2,500,958.3,0,0,6,6,8,0,47900,0
3,3,3,4,5,2,14,1,1,0,0,1,7200.0,1,5,1999,65,29,0,1,1000,1726.91,0,1,2,7,1,3,0,0
0,2,1,3,4,3,17,4,1,0,0,2,62280.0,11,15,2012,419,53,0,2,2000,736.07,6000000,1,1,13,5,4,45700,0
2,0,1,0,5,2,23,1,0,2,0,2,53100.0,0,23,2005,404,56,1,1,1000,1361.16,4000000,0,5,13,6,1,0,-63700
2,0,2,2,4,6,8,1,0,1,3,2,69700.0,2,0,2008,165,35,0,1,500,900.02,6000000,1,1,2,4,3,0,-49900
3,3,1,4,6,0,3,1,0,0,3,2,4680.0,3,25,2013,114,30,2,1,1000,1173.25,0,0,5,10,7,0,0,-34700
0,1,2,3,1,3,16,3,2,2,0,0,74160.0,8,12,2002,126,30,0,2,2000,916.13,0,1,1,11,9,4,55300,-58400
2,2,0,3,4,1,5,1,2,1,2,2,71610.0,10,1,2004,328,48,2,1,1000,1406.91,0,1,4,2,17,0,53300,0
2,2,0,3,4,5,23,1,0,0,0,0,44200.0,11,15,1997,116,31,1,1,500,1194.83,0,0,4,9,4,0,28600,0
0,2,2,3,5,5,16,2,1,1,2,2,44110.0,6,6,2015,273,41,2,2,1000,1403.9,0,0,6,4,7,3,0,0
1,3,1,4,4,2,7,1,1,0,3,0,5900.0,8,12,2009,101,27,0,1,1000,433.33,0,1,5,6,9,2,25900,0
0,1,0,0,0,6,15,3,2,2,3,2,55400.0,3,32,2004,96,29,1,1,1000,1274.7,5000000,1,1,9,10,2,47500,-58700
2,0,2,3,4,5,19,1,1,1,1,1,57310.0,13,28,2002,293,49,0,0,2000,1239.06,0,0,3,13,16,0,34900,0
2,0,2,1,6,2,10,1,1,1,2,2,49390.0,11,21,2009,476,61,1,1,1000,1562.8,0,0,5,5,7,1,42800,-68200
2,2,2,2,1,4,11,1,1,0,3,2,35750.0,8,12,2001,284,48,2,1,1000,1168.8,0,0,3,12,12,2,0,-42400
2,1,0,0,6,0,1,1,2,0,2,0,48400.0,10,1,2005,48,35,0,0,500,1090.03,0,0,3,3,9,4,0,-51000
1,3,3,4,4,1,5,1,1,0,2,2,2860.0,3,34,1997,140,35,2,0,1000,1520.78,0,0,2,2,5,5,0,-42900
2,0,0,3,0,4,18,1,2,2,1,1,99320.0,0,33,2002,398,58,2,0,500,990.98,0,0,0,3,6,5,0,-57900
2,1,2,0,4,3,9,1,2,1,0,0,56520.0,10,3,2000,60,23,2,2,500,1215.36,3000000,1,4,10,15,5,0,0
0,1,0,0,4,3,15,3,2,2,1,1,65520.0,12,18,2011,61,24,1,0,500,922.67,0,0,1,8,13,2,47400,0
0,0,0,0,1,2,1,3,0,1,2,1,77110.0,11,19,2015,114,30,0,0,1000,1558.29,0,1,2,4,18,5,51400,-64000
1,3,3,3,0,2,7,1,1,2,2,0,6400.0,8,24,2005,255,44,2,2,2000,814.96,6000000,0,6,8,5,1,68500,0
0,1,2,1,4,0,4,3,2,2,1,2,57100.0,6,8,2014,249,43,2,0,2000,1148.58,0,0,4,0,9,1,0,-71200
0,0,2,0,2,0,16,4,2,1,2,2,62370.0,4,27,2001,264,47,1,1,2000,1181.46,10000000,0,3,13,17,2,0,-67400
2,2,0,1,4,0,1,1,2,0,1,2,52200.0,9,29,2005,45,37,1,1,1000,1114.23,0,1,1,9,7,5,0,0
0,0,1,2,0,5,15,3,1,0,3,0,59400.0,7,17,2010,252,39,0,2,500,1312.22,9000000,1,2,13,6,2,0,-33300
0,0,1,0,6,6,12,3,2,1,2,0,64620.0,4,27,2003,195,38,0,2,2000,1294.93,6000000,1,4,12,18,4,38000,-50300
0,1,0,0,3,6,15,3,2,0,3,0,41490.0,9,29,2001,156,37,2,0,500,1080.13,0,1,0,10,15,2,0,-61000
3,3,3,4,1,2,7,1,1,1,1,2,3600.0,6,10,1999,186,38,2,0,500,922.85,0,1,2,0,9,0,70300,-70900
2,1,1,1,4,1,16,1,2,0,1,1,62590.0,13,20,2003,261,45,0,1,1000,1254.18,0,0,6,9,11,2,0,-45100
3,3,1,4,6,1,4,1,2,1,3,2,4320.0,8,12,2002,295,49,0,0,500,1141.62,0,1,1,9,11,0,34300,-24300
0,1,2,3,4,0,3,3,2,1,2,1,53280.0,3,25,2015,22,21,1,1,1000,1248.05,0,0,2,3,12,0,37500,-54000
0,0,1,3,3,2,15,3,2,2,2,2,77100.0,1,4,2010,231,43,0,1,2000,972.47,0,1,1,10,15,5,0,-58100
1,3,3,3,6,5,4,1,1,2,0,1,3200.0,7,17,2012,27,28,2,2,1000,1074.47,0,1,4,10,4,5,0,0
2,2,0,1,1,6,23,1,1,2,3,0,64200.0,6,10,2007,51,34,2,2,500,1430.8,0,1,6,6,4,4,0,0
0,0,0,1,2,6,6,3,2,1,2,2,36700.0,9,29,2010,94,26,1,0,500,722.66,0,1,4,3,4,0,50300,0
0,1,2,3,0,1,19,3,2,0,0,1,79680.0,2,0,2004,254,45,0,1,500,1083.64,0,1,3,7,13,0,59800,0
1,3,3,4,4,4,6,1,2,2,1,2,5830.0,9,29,2011,225,39,2,1,500,1390.72,0,1,5,12,13,2,83900,-52100
2,0,0,2,1,2,18,1,2,1,2,2,61380.0,6,10,2009,246,44,2,1,2000,1649.18,0,1,1,4,0,2,0,-58600
2,1,0,0,4,3,18,1,0,2,2,1,69300.0,13,20,1996,208,41,1,0,1000,1134.68,0,0,1,12,5,0,0,0
0,0,2,3,6,3,13,2,1,0,1,2,65430.0,7,36,2001,98,26,1,2,2000,1082.1,0,1,3,3,11,2,0,-30900
0,1,1,3,1,0,23,3,2,0,0,1,65780.0,3,34,2014,276,47,1,0,1000,1724.09,0,1,6,2,19,3,0,0
0,1,2,2,1,4,17,3,1,1,1,2,77440.0,11,21,1999,156,37,2,2,1000,1086.48,6000000,1,0,6,10,4,0,-53800
2,1,1,3,6,3,14,1,0,2,1,1,75500.0,9,35,1998,256,42,0,2,1000,1286.44,0,0,4,13,3,5,0,-39500
